0.350287 -0.149527 0
-0.492928 0.211226 1
-0.544400 0.082039 1
0.446638 -0.363064 0
0.081259 0.380996 2
-0.757612 0.058227 1
0.298694 0.331640 2
-0.580998 -0.144900 1
0.468720 -0.302877 0
0.687953 -0.515722 0
0.337505 -0.086234 0
0.557690 -0.221862 0
-0.635986 -0.080255 1
0.090556 0.323382 2
-0.419455 0.199094 1
0.242114 0.594307 2
-0.623432 -0.013740 1
-0.739338 -0.087083 1
0.484350 -0.189532 0
0.344970 -0.545575 0
0.459696 -0.162693 0
-0.720614 0.065686 1
0.160977 0.309138 2
0.588428 -0.112633 0
0.224545 0.450711 2
0.055358 0.152745 2
-0.803139 -0.031203 1
0.158301 0.338132 2
-0.501418 -0.067091 1
0.526794 -0.324486 0
-0.643569 -0.014158 1
0.273243 -0.177248 0
-0.053642 0.193119 2
0.546517 -0.178403 0
-0.610081 0.016476 1
0.507309 -0.045193 0
-0.594935 0.119916 1
0.327133 0.380743 2
-0.547020 0.059938 1
-0.644533 -0.033490 1
0.380352 -0.309963 0
0.384559 -0.343174 0
0.420656 -0.380113 0
0.187025 0.002791 2
0.235710 0.180748 2
0.073608 0.278995 2
0.367807 0.092559 2
0.264334 -0.286159 0
-0.819333 -0.068068 1
0.511103 -0.343023 0
0.129287 0.146549 2
0.390685 -0.266337 0
0.345951 -0.227314 0
0.260562 -0.555013 0
0.031702 0.185004 2
0.439269 -0.335873 0
-0.610905 -0.044772 1
-0.699418 -0.048551 1
-0.513013 0.074650 1
0.505363 -0.331323 0
0.417612 -0.310071 0
0.435843 -0.361628 0
-0.405863 0.137464 1
0.386789 -0.435403 0
0.488482 -0.202369 0
-0.479231 0.020954 1
0.577103 -0.458184 0
0.059077 0.113891 2
0.207239 0.191237 2
0.405115 0.019301 0
0.579514 -0.316813 0
-0.479415 0.196987 1
-0.444185 -0.157127 1
0.083642 0.176772 2
-0.739482 0.007320 1
-0.621989 -0.234346 1
0.325444 0.567160 2
-0.708497 -0.018409 1
0.455049 -0.301443 0
-0.611520 -0.135320 1
0.424444 -0.078229 0
0.041685 0.136879 2
0.324251 -0.169502 0
0.403249 -0.350124 0
0.237901 0.359551 2
0.391042 -0.246274 0
0.004377 0.254741 2
0.251948 0.359847 2
0.206913 0.135358 2
-0.527244 0.077752 1
0.429843 -0.182547 0
0.072550 0.373517 2
-0.848461 -0.062313 1
0.488140 -0.354235 0
0.164707 0.345048 2
-0.627027 0.018871 1
0.196650 0.417061 2
0.043570 0.247396 2
-0.631644 -0.119612 1
0.231542 0.336686 2
0.109829 0.163293 2
0.259633 -0.508949 0
-0.630467 0.136968 1
0.451818 -0.275873 0
0.306632 -0.347367 0
-0.358842 0.006358 1
-0.740079 -0.178716 1
0.217111 0.296443 2
-0.486407 -0.188640 1
0.023471 0.157911 2
0.474217 -0.154898 0
0.140380 0.357083 2
0.394757 -0.336120 0
0.263017 0.314491 2
0.592368 -0.274275 0
0.343041 -0.158782 0
0.132817 0.324604 2
-0.575651 0.014367 1
0.733991 -0.391575 0
0.222883 0.312323 2
-0.604959 0.135890 1
0.211764 0.490409 2
0.295019 0.473010 2
-0.445918 -0.041691 1
0.177390 0.203021 2
-0.590520 -0.154001 1
0.569098 -0.176052 0
-0.546555 -0.297334 1
0.554657 -0.497258 0
-0.525023 0.190880 1
-0.535635 -0.008728 1
-0.575855 0.008584 1
-0.632783 -0.142861 1
0.485042 -0.324321 0
-0.609436 -0.251464 1
0.431318 -0.438330 0
-0.604751 0.145404 1
0.200781 0.342198 2
0.352575 -0.511889 0
0.336472 -0.369626 0
-0.551244 0.012406 1
0.385481 -0.265572 0
0.491333 -0.122865 0
0.561119 -0.263201 0
0.192902 0.242292 2
0.217099 0.283817 2
0.192998 0.219298 2
0.519397 -0.198277 0
0.161628 0.465575 2
0.361986 0.420986 2
0.225615 0.298343 2
-0.415065 0.020366 1
0.507597 -0.316480 0
0.225074 0.260336 2
-0.016601 0.067035 2
-0.479025 -0.029202 1
0.162001 0.347460 2
0.169760 0.370695 2
0.607822 -0.392104 0
0.425718 -0.493430 0
-0.662772 0.399019 1
